title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,day_of_week,quarter,magnitude_from_title,city,location_country,magnitude_category,depth_category,seismic_energy,alert_level,distance_from_equator,time_of_day,season,magnitude_depth_ratio,is_coastal
"M 7.0 - 234 km W of Abepura, Indonesia",7.0,2015-07-27 21:41:00,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,"Abepura, Indonesia",Unknown,Indonesia,2015,7,27,21,0,3,7.0,Abepura,Indonesia,Great,Very Shallow,1995262314968882.8,green,2.6286,Evening,Summer,0.14583333333333334,True
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,2015-07-27 04:49:00,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",Unknown,Alaska,2015,7,27,4,0,3,6.9,Fox Islands,Alaska,Great,Very Shallow,1412537544622761.2,green,52.376,Night,Summer,0.23793103448275862,True
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,2015-07-18 02:27:00,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,"Lata, Solomon Islands",Unknown,Solomon Islands,2015,7,18,2,5,3,7.0,Lata,Solomon Islands,Great,Very Shallow,1995262314968882.8,green,10.4012,Night,Summer,0.6363636363636364,True
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,2015-07-16 15:16:00,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,"Bathsheba, Barbados",Unknown,Barbados,2015,7,16,15,3,3,6.5,Bathsheba,Barbados,Major,Very Shallow,354813389233576.06,green,13.8672,Afternoon,Summer,0.325,True
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,2015-07-10 04:12:00,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,"Malango, Solomon Islands",Unknown,Solomon Islands,2015,7,10,4,4,3,6.7,Malango,Solomon Islands,Great,Very Shallow,707945784384140.2,green,9.307,Night,Summer,0.5583333333333333,True
"M 6.5 - Bonin Islands, Japan region",6.5,2015-06-23 12:18:00,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,"Bonin Islands, Japan region",Unknown,Japan region,2015,6,23,12,1,2,6.5,Bonin Islands,Japan region,Major,Deep,354813389233576.06,green,27.7375,Morning,Spring,0.014130434782608696,False
"M 7.8 - Bonin Islands, Japan region",7.8,2015-05-30 11:23:00,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,"Bonin Islands, Japan region",Unknown,Japan region,2015,5,30,11,5,2,7.8,Bonin Islands,Japan region,Catastrophic,Very Deep,3.162277660168379e+16,green,27.8386,Morning,Spring,0.011746987951807229,False
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,2015-05-29 07:00:00,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",Unknown,Alaska,2015,5,29,7,4,2,6.8,Ugashik,Alaska,Great,Shallow,1000000000000000.0,green,56.594,Morning,Spring,0.09366391184573003,False
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,2015-05-22 23:59:00,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2015,5,22,23,4,2,6.8,Kirakira,Solomon Islands,Great,Very Shallow,1000000000000000.0,green,11.1093,Evening,Spring,0.6799999999999999,True
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,2015-05-22 21:45:00,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2015,5,22,21,4,2,6.9,Kirakira,Solomon Islands,Great,Very Shallow,1412537544622761.2,green,11.0559,Evening,Spring,0.6166219839142092,True
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,2015-05-20 22:48:00,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,"Lata, Solomon Islands",Unknown,Solomon Islands,2015,5,20,22,2,2,6.8,Lata,Solomon Islands,Great,Very Shallow,1000000000000000.0,green,10.8759,Evening,Spring,0.6181818181818182,True
"M 6.8 - 32 km SE of ?funato, Japan",6.8,2015-05-12 21:12:00,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,"?funato, Japan",Asia,Japan,2015,5,12,21,1,2,6.8,?funato,Japan,Great,Very Shallow,1000000000000000.0,green,38.9056,Evening,Spring,0.19428571428571428,True
M 7.3 - Nepal,7.3,2015-05-12 07:05:00,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,Nepal,Asia,Nepal,2015,5,12,7,1,2,7.3,Nepal,,Severe,Very Shallow,5623413251903491.0,orange,27.8087,Morning,Spring,0.48666666666666664,True
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,2015-05-07 07:10:00,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,"Panguna, Papua New Guinea",Unknown,Papua New Guinea,2015,5,7,7,3,2,7.1,Panguna,Papua New Guinea,Severe,Very Shallow,2818382931264449.0,green,7.2175,Morning,Spring,0.71,True
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,2015-05-05 01:44:00,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2015,5,5,1,1,2,7.5,Kokopo,Papua New Guinea,Severe,Very Shallow,1.1220184543019652e+16,green,5.4624,Night,Spring,0.13636363636363635,False
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,2015-05-01 08:06:00,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2015,5,1,8,4,2,6.8,Kokopo,Papua New Guinea,Great,Very Shallow,1000000000000000.0,green,5.2005,Morning,Spring,0.15454545454545454,True
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,2015-04-30 10:45:00,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2015,4,30,10,3,2,6.7,Kokopo,Papua New Guinea,Great,Very Shallow,707945784384140.2,green,5.375,Morning,Spring,0.2161290322580645,True
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,2015-04-26 07:09:00,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal,2015,4,26,7,6,2,6.7,Kod?ri??,Nepal,Great,Very Shallow,707945784384140.2,yellow,27.7711,Morning,Spring,0.29244871235268444,True
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,2015-04-25 06:45:00,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal,2015,4,25,6,5,2,6.6,Bharatpur,Nepal,Great,Very Shallow,501187233627271.44,yellow,28.2244,Night,Spring,0.6599999999999999,True
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,2015-04-25 06:11:00,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal,2015,4,25,6,5,2,7.8,Bharatpur,Nepal,Catastrophic,Very Shallow,3.162277660168379e+16,red,28.2305,Night,Spring,0.948905109489051,True
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,2015-04-17 15:52:00,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,"Alo, Wallis and Futuna",Unknown,Wallis and Futuna,2015,4,17,15,4,2,6.5,Alo,Wallis and Futuna,Major,Very Shallow,354813389233576.06,green,15.8815,Afternoon,Spring,0.65,True
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,2015-03-30 08:48:00,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,"Hihifo, Tonga",Unknown,Tonga,2015,3,30,8,0,1,6.5,Hihifo,Tonga,Major,Very Shallow,354813389233576.06,green,15.4994,Morning,Winter,0.5909090909090909,True
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,2015-03-29 23:48:00,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2015,3,29,23,6,1,7.5,Kokopo,Papua New Guinea,Severe,Very Shallow,1.1220184543019652e+16,green,4.7294,Evening,Winter,0.18292682926829268,True
"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,2015-02-27 13:45:00,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",Unknown,Indonesia,2015,2,27,13,4,1,7.0,Maumere,Indonesia,Great,Very Deep,1995262314968882.8,green,7.2968,Afternoon,Winter,0.012679781183204725,False
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,2015-02-16 23:06:00,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,"Miyako, Japan",Unknown,Japan,2015,2,16,23,0,1,6.7,Miyako,Japan,Great,Very Shallow,707945784384140.2,green,39.8558,Evening,Winter,0.29130434782608694,True
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,2015-02-11 18:57:00,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina,2015,2,11,18,2,1,6.7,El Aguilar,Argentina,Great,Intermediate,707945784384140.2,green,23.1125,Afternoon,Winter,0.030044843049327356,False
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,2015-01-23 03:47:00,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",Unknown,Vanuatu,2015,1,23,3,4,1,6.8,Port-Vila,Vanuatu,Great,Intermediate,1000000000000000.0,green,17.0309,Night,Winter,0.030914711765775593,False
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,2015-01-07 05:07:00,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,"Punta de Burica, Panama",Unknown,Panama,2015,1,7,5,2,1,6.5,Punta de Burica,Panama,Major,Very Shallow,354813389233576.06,green,5.9045,Night,Winter,0.8125,True
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,2014-12-08 08:54:00,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,"Punta de Burica, Panama",Unknown,Panama,2014,12,8,8,0,4,6.6,Punta de Burica,Panama,Great,Very Shallow,501187233627271.44,green,7.9401,Morning,Fall,0.32999999999999996,True
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,2014-12-07 01:22:00,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,"Panguna, Papua New Guinea",Unknown,Papua New Guinea,2014,12,7,1,6,4,6.6,Panguna,Papua New Guinea,Great,Very Shallow,501187233627271.44,green,6.5108,Night,Fall,0.28695652173913044,True
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,2014-12-02 05:11:00,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,"Sangay, Philippines",Unknown,Philippines,2014,12,2,5,1,4,6.6,Sangay,Philippines,Great,Very Deep,501187233627271.44,green,6.1572,Night,Fall,0.010749185667752443,False
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,2014-11-26 14:33:00,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,"Ternate, Indonesia",Unknown,Indonesia,2014,11,26,14,2,4,6.8,Ternate,Indonesia,Great,Very Shallow,1000000000000000.0,green,1.9604,Afternoon,Fall,0.17435897435897435,True
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,2014-11-21 10:10:00,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,"Tobelo, Indonesia",Unknown,Indonesia,2014,11,21,10,4,4,6.5,Tobelo,Indonesia,Major,Very Shallow,354813389233576.06,green,2.2999,Morning,Fall,0.18571428571428572,True
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,2014-11-16 22:33:00,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,"Gisborne, New Zealand",Unknown,New Zealand,2014,11,16,22,6,4,6.7,Gisborne,New Zealand,Great,Very Shallow,707945784384140.2,green,37.6478,Evening,Fall,0.30454545454545456,True
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,2014-11-15 02:31:00,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,"Ternate, Indonesia",Unknown,Indonesia,2014,11,15,2,5,4,7.1,Ternate,Indonesia,Severe,Very Shallow,2818382931264449.0,green,1.8929,Night,Fall,0.15777777777777777,True
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,2014-11-07 03:33:00,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",Unknown,Papua New Guinea,2014,11,7,3,4,4,6.6,Finschhafen,Papua New Guinea,Great,Very Shallow,501187233627271.44,green,5.9873,Night,Fall,0.12408347433728144,False
M 7.1 - Fiji region,7.1,2014-11-01 18:57:00,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji region,Unknown,Unknown,2014,11,1,18,5,4,7.1,Fiji region,,Severe,Deep,2818382931264449.0,green,19.6903,Afternoon,Fall,0.016359447004608296,False
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,2014-10-14 03:51:00,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,"Intipucá, El Salvador",Unknown,El Salvador,2014,10,14,3,1,4,7.3,Intipucá,El Salvador,Severe,Very Shallow,5623413251903491.0,yellow,12.5262,Night,Fall,0.1825,True
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,2014-09-17 06:14:00,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,"Piti Village, Guam",Unknown,Guam,2014,9,17,6,2,3,6.7,Piti Village,Guam,Great,Shallow,707945784384140.2,green,13.7641,Night,Summer,0.05153846153846154,False
"M 6.8 - 38 km NW of Aniso, Peru",6.8,2014-08-24 23:21:00,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,"Aniso, Peru",South America,Peru,2014,8,24,23,6,3,6.8,Aniso,Peru,Great,Shallow,1000000000000000.0,green,14.598,Evening,Summer,0.06732673267326733,False
M 6.9 - Federated States of Micronesia region,6.9,2014-08-03 00:22:00,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia region,Unknown,Unknown,2014,8,3,0,6,3,6.9,Micronesia region,,Great,Very Shallow,1412537544622761.2,green,0.8295,Night,Summer,0.5307692307692308,True
M 6.9 - Fiji region,6.9,2014-07-21 14:54:00,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji region,Unknown,Fiji,2014,7,21,14,0,3,6.9,Fiji region,,Great,Very Deep,1412537544622761.2,green,19.8015,Afternoon,Summer,0.011211855318319197,False
"M 6.5 - 139 km ESE of Namie, Japan",6.5,2014-07-11 19:22:00,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,"Namie, Japan",Unknown,Japan,2014,7,11,19,4,3,6.5,Namie,Japan,Major,Very Shallow,354813389233576.06,green,37.0052,Evening,Summer,0.325,True
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,2014-07-07 11:23:00,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,"Puerto Madero, Mexico",Unknown,Mexico,2014,7,7,11,0,3,6.9,Puerto Madero,Mexico,Great,Very Shallow,1412537544622761.2,orange,14.724,Morning,Summer,0.13018867924528302,False
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,2014-07-04 15:00:00,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2014,7,4,15,4,3,6.5,Kokopo,Papua New Guinea,Major,Very Shallow,354813389233576.06,green,6.2304,Afternoon,Summer,0.325,True
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,2014-06-29 17:15:00,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",Unknown,Wallis and Futuna,2014,6,29,17,6,2,6.7,Mata-Utu,Wallis and Futuna,Great,Very Shallow,707945784384140.2,green,14.9831,Afternoon,Spring,0.37222222222222223,True
M 6.9 - South Sandwich Islands region,6.9,2014-06-29 07:52:00,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Sandwich Islands region,Unknown,Unknown,2014,6,29,7,6,2,6.9,South Sandwich Islands region,,Great,Very Shallow,1412537544622761.2,green,55.4703,Morning,Spring,0.8625,True
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,2014-06-23 20:53:00,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,United States of America,2014,6,23,20,0,2,7.9,Rat Islands,Alaska,Catastrophic,Shallow,4.466835921509653e+16,green,51.8486,Evening,Spring,0.07247706422018349,False
"M 6.7 - Kermadec Islands, New Zealand",6.7,2014-06-23 20:06:00,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",Unknown,New Zealand,2014,6,23,20,0,2,6.7,Kermadec Islands,New Zealand,Great,Very Shallow,707945784384140.2,green,29.9414,Evening,Spring,0.25197442647611884,True
"M 6.5 - Kermadec Islands, New Zealand",6.5,2014-06-23 19:21:00,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,"Kermadec Islands, New Zealand",Unknown,New Zealand,2014,6,23,19,0,2,6.5,Kermadec Islands,New Zealand,Major,Very Shallow,354813389233576.06,green,29.9379,Evening,Spring,0.65,True
"M 6.9 - Kermadec Islands, New Zealand",6.9,2014-06-23 19:19:00,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,"Kermadec Islands, New Zealand",Unknown,New Zealand,2014,6,23,19,0,2,6.9,Kermadec Islands,New Zealand,Great,Very Shallow,1412537544622761.2,green,29.9772,Evening,Spring,0.34500000000000003,True
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,2014-05-24 09:25:00,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,"Kamariótissa, Greece",Europe,Greece,2014,5,24,9,5,2,6.9,Kamariótissa,Greece,Great,Very Shallow,1412537544622761.2,green,40.2893,Morning,Spring,1.0730948678071541,True
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,2014-05-13 06:35:00,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,"Punta de Burica, Panama",Unknown,Panama,2014,5,13,6,1,2,6.5,Punta de Burica,Panama,Major,Very Shallow,354813389233576.06,green,7.2096,Night,Spring,0.65,True
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,2014-05-01 06:36:00,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,"Isangel, Vanuatu",Unknown,Vanuatu,2014,5,1,6,3,2,6.6,Isangel,Vanuatu,Great,Shallow,501187233627271.44,green,21.4542,Night,Spring,0.062264150943396226,False
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,2014-04-24 03:10:00,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,"Vernon, Canada",Unknown,Canada,2014,4,24,3,3,2,6.5,Vernon,Canada,Major,Very Shallow,354813389233576.06,green,49.6388,Night,Spring,0.65,True
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,2014-04-19 13:28:00,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",Unknown,Papua New Guinea,2014,4,19,13,5,2,7.5,Panguna,Papua New Guinea,Severe,Very Shallow,1.1220184543019652e+16,green,6.7547,Afternoon,Spring,0.17293059718699563,True
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,2014-04-19 01:04:00,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,"Panguna, Papua New Guinea",Unknown,Papua New Guinea,2014,4,19,1,5,2,6.6,Panguna,Papua New Guinea,Great,Very Shallow,501187233627271.44,green,6.6558,Night,Spring,0.2275862068965517,True
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,2014-04-18 14:27:00,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico,2014,4,18,14,4,2,7.2,Coyuquilla Norte,Mexico,Severe,Very Shallow,3981071705534985.5,yellow,17.397,Afternoon,Spring,0.3,True
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,2014-04-13 13:24:00,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2014,4,13,13,6,2,6.6,Kirakira,Solomon Islands,Great,Very Shallow,501187233627271.44,green,11.1284,Afternoon,Spring,0.6599999999999999,True
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,2014-04-13 12:36:00,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2014,4,13,12,6,2,7.4,Kirakira,Solomon Islands,Severe,Very Shallow,7943282347242854.0,green,11.4633,Morning,Spring,0.18974358974358976,True
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,2014-04-12 20:14:00,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2014,4,12,20,5,2,7.6,Kirakira,Solomon Islands,Catastrophic,Very Shallow,1.5848931924611108e+16,green,11.2701,Evening,Spring,0.33687943262411346,True
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,2014-04-11 20:29:00,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,"Belén, Nicaragua",Unknown,Nicaragua,2014,4,11,20,4,2,6.6,Belén,Nicaragua,Great,Shallow,501187233627271.44,green,11.642,Evening,Spring,0.048888888888888885,False
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,2014-04-11 08:16:00,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,"Panguna, Papua New Guinea",Unknown,Papua New Guinea,2014,4,11,8,4,2,6.5,Panguna,Papua New Guinea,Major,Very Shallow,354813389233576.06,green,6.7878,Morning,Spring,0.325,True
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,2014-04-11 07:07:00,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",Unknown,Papua New Guinea,2014,4,11,7,4,2,7.1,Panguna,Papua New Guinea,Severe,Very Shallow,2818382931264449.0,green,6.5858,Morning,Spring,0.11729720799603502,False
"M 7.7 - 53 km SW of Iquique, Chile",7.7,2014-04-03 02:43:00,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",Unknown,Chile,2014,4,3,2,3,2,7.7,Iquique,Chile,Catastrophic,Very Shallow,2.2387211385683468e+16,yellow,20.5709,Night,Spring,0.34375000000000006,True
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,2014-04-03 01:58:00,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",Unknown,Chile,2014,4,3,1,3,2,6.5,Iquique,Chile,Major,Very Shallow,354813389233576.06,green,20.3113,Night,Spring,0.2700457000415455,True
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,2014-04-01 23:57:00,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",Unknown,Chile,2014,4,1,23,1,2,6.9,Iquique,Chile,Great,Very Shallow,1412537544622761.2,green,19.8927,Evening,Spring,0.24278676988036593,True
"M 8.2 - 93 km NW of Iquique, Chile",8.2,2014-04-01 23:46:00,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,"Iquique, Chile",Unknown,Chile,2014,4,1,23,1,2,8.2,Iquique,Chile,Mega,Very Shallow,1.258925411794161e+17,yellow,19.6097,Evening,Spring,0.32799999999999996,True
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,2014-03-16 21:16:00,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,"Iquique, Chile",Unknown,Chile,2014,3,16,21,6,1,6.7,Iquique,Chile,Great,Very Shallow,707945784384140.2,green,19.9807,Evening,Winter,0.335,True
"M 6.8 - 77 km WNW of Indianola, California",6.8,2014-03-10 05:18:00,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,"Indianola, California",Unknown,California,2014,3,10,5,0,1,6.8,Indianola,California,Great,Very Shallow,1000000000000000.0,green,40.8287,Night,Winter,0.4136001459765221,True
"M 6.5 - 109 km NW of Nago, Japan",6.5,2014-03-02 20:11:00,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.4312,127.367,"Nago, Japan",Unknown,Japan,2014,3,2,20,6,1,6.5,Nago,Japan,Major,Shallow,354813389233576.06,green,27.4312,Evening,Winter,0.0546218487394958,False
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,2014-02-18 09:27:00,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",Unknown,Barbados,2014,2,18,9,1,1,6.5,Greenland,Barbados,Major,Very Shallow,354813389233576.06,green,14.6682,Morning,Winter,0.4383007417397168,True
"M 6.9 - 272 km ESE of Hotan, China",6.9,2014-02-12 09:19:00,3,8,yellow,0,733,us,0,7.496,18.0,mww,10.0,35.9053,82.5864,"Hotan, China",Asia,People's Republic of China,2014,2,12,9,2,1,6.9,Hotan,China,Great,Very Shallow,1412537544622761.2,yellow,35.9053,Morning,Winter,0.6900000000000001,True
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,2014-02-07 08:40:00,0,5,green,1,650,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,"Port-Olry, Vanuatu",Unknown,Vanuatu,2014,2,7,8,4,1,6.5,Port-Olry,Vanuatu,Major,Shallow,354813389233576.06,green,15.0691,Morning,Winter,0.05327868852459016,False
M 6.5 - south of the Kermadec Islands,6.5,2014-02-02 09:26:00,0,3,green,1,650,us,0,3.651,22.0,mww,44.26,-32.9076,-177.881,the Kermadec Islands,Unknown,Unknown,2014,2,2,9,6,1,6.5,the Kermadec Islands,,Major,Very Shallow,354813389233576.06,green,32.9076,Morning,Winter,0.14685946678716674,True
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,2014-01-01 16:03:00,0,4,green,1,650,us,0,3.997,14.0,mww,187.0,-13.8633,167.249,"Sola, Vanuatu",Unknown,Vanuatu,2014,1,1,16,2,1,6.5,Sola,Vanuatu,Major,Intermediate,354813389233576.06,green,13.8633,Afternoon,Winter,0.034759358288770054,False
M 6.5 - Fiji region,6.5,2013-11-23 07:48:00,3,4,green,0,651,us,0,5.194,22.0,mww,371.0,-17.1171,-176.545,Fiji region,Unknown,Unknown,2013,11,23,7,5,4,6.5,Fiji region,,Major,Deep,354813389233576.06,green,17.1171,Morning,Fall,0.01752021563342318,False
